temperature,humidity,wind_speed,pressure,uv_index,rain_prob,season,time_of_day,feel_category
18.4,31.7,33.0,858.2,0.8,35.8,Autumn,Night,Cool
26.9,70.7,108.7,979.1,2.1,95.3,Rainy,Afternoon,Comfortable
24.5,69.0,24.0,902.8,5.8,8.8,Spring,Morning,Pleasant
20.9,73.1,54.4,1048.0,1.7,26.2,Autumn,Night,Pleasant
22.9,60.8,115.3,1006.8,0.5,11.7,Spring,Night,Pleasant
5.7,46.7,41.4,1097.8,0.2,16.2,Winter,Night,Very Cold
21.5,35.1,80.9,864.1,1.3,33.7,Autumn,Night,Pleasant
17.3,52.1,36.1,1050.8,0.5,28.9,Autumn,Evening,Cool
-11.3,48.5,70.7,963.6,6.2,8.5,Winter,Afternoon,Very Freezing
20.9,75.2,7.1,1002.7,3.6,31.8,Autumn,Morning,Pleasant
46.3,41.1,32.3,1053.0,1.1,2.1,Summer,Evening,Extreme Heat
48.6,45.5,12.3,1036.0,1.6,10.9,Summer,Night,Extreme Heat
42.8,27.6,13.5,1026.5,1.8,26.1,Summer,Night,Very Hot
15.0,40.1,77.1,931.9,7.0,4.9,Autumn,Morning,Cool
15.6,81.6,18.4,852.5,2.7,89.2,Autumn,Afternoon,Cool
13.4,37.1,85.9,867.3,3.3,11.3,Autumn,Afternoon,Cold
5.6,59.3,111.7,1087.9,3.5,31.1,Winter,Afternoon,Very Cold
11.3,54.6,63.7,953.9,1.7,9.2,Winter,Night,Cold
18.0,60.9,16.1,930.0,1.8,16.4,Spring,Night,Cool
11.6,43.6,96.9,1040.7,3.7,38.2,Autumn,Afternoon,Cold
23.5,53.5,23.7,1006.7,1.4,5.0,Autumn,Evening,Pleasant
27.3,79.3,33.7,1032.8,2.7,50.3,Rainy,Afternoon,Comfortable
32.2,64.6,14.2,1013.7,0.6,0.0,Summer,Night,Warm
27.1,77.7,28.0,1044.6,1.2,38.8,Spring,Evening,Comfortable
23.9,33.5,47.5,1091.0,1.1,11.5,Spring,Night,Pleasant
4.6,65.5,44.9,1087.7,1.2,12.1,Winter,Morning,Very Cold
23.1,73.5,80.7,899.2,1.8,46.3,Rainy,Evening,Pleasant
25.0,95.4,15.1,1019.5,1.1,68.8,Rainy,Night,Comfortable
43.0,47.5,11.0,854.9,1.6,4.3,Summer,Evening,Very Hot
23.1,65.8,23.9,910.1,1.3,36.4,Spring,Evening,Pleasant
30.0,37.4,6.8,1067.1,0.6,0.1,Summer,Night,Warm
19.4,84.5,62.8,901.2,3.3,59.8,Spring,Morning,Cool
15.5,48.4,24.9,944.4,3.2,27.1,Autumn,Afternoon,Cool
22.5,33.6,23.0,951.9,1.9,15.1,Spring,Night,Pleasant
18.3,37.0,7.0,926.4,2.1,7.0,Spring,Afternoon,Cool
22.3,50.9,60.8,990.7,3.2,11.8,Spring,Morning,Pleasant
10.5,40.6,11.7,1074.4,3.4,22.1,Winter,Morning,Cold
-15.6,62.4,63.0,900.7,0.9,31.9,Winter,Evening,Very Freezing
16.3,60.1,84.3,1048.2,1.3,6.1,Spring,Night,Cool
41.9,11.0,49.4,933.2,11.7,8.6,Summer,Afternoon,Very Hot
26.9,73.9,110.6,1094.6,0.0,24.9,Spring,Evening,Comfortable
46.5,20.1,117.7,1003.4,1.6,3.4,Summer,Night,Extreme Heat
30.6,66.2,38.4,999.2,5.2,68.8,Rainy,Afternoon,Warm
26.6,74.9,59.4,883.4,1.8,26.0,Summer,Evening,Comfortable
-18.8,37.8,73.1,894.8,0.5,1.0,Winter,Evening,Very Freezing
29.3,92.9,15.3,1075.8,1.3,93.9,Rainy,Evening,Comfortable
20.7,73.1,11.2,980.2,6.9,33.2,Spring,Afternoon,Pleasant
24.1,41.4,2.4,969.9,1.0,9.6,Spring,Night,Pleasant
22.6,72.0,119.2,1039.6,1.6,24.7,Spring,Night,Pleasant
27.0,95.1,113.5,1082.5,3.7,44.7,Rainy,Afternoon,Comfortable
-17.9,35.8,22.2,935.3,1.1,28.5,Winter,Night,Very Freezing
23.7,68.7,67.0,1075.9,0.2,7.1,Spring,Evening,Pleasant
16.6,61.1,47.8,921.1,2.2,13.4,Spring,Afternoon,Cool
22.5,39.0,15.0,856.7,1.1,35.2,Spring,Morning,Pleasant
16.6,65.6,99.6,862.3,1.7,21.9,Autumn,Night,Cool
14.4,45.5,63.7,862.9,0.3,32.5,Autumn,Night,Cold
30.8,54.9,62.1,1040.9,0.9,31.6,Summer,Night,Warm
24.7,89.1,72.9,984.5,4.3,57.6,Rainy,Morning,Pleasant
25.0,70.6,40.9,931.0,1.2,44.0,Rainy,Evening,Comfortable
39.1,36.8,84.4,922.9,9.7,38.2,Summer,Afternoon,Hot
27.6,71.0,21.1,866.1,5.0,14.3,Spring,Afternoon,Comfortable
25.5,50.2,38.0,1062.5,1.7,14.3,Spring,Night,Comfortable
26.1,53.3,8.0,850.4,1.0,13.8,Spring,Night,Comfortable
20.8,71.9,114.6,1071.9,0.6,6.6,Autumn,Evening,Pleasant
34.5,56.0,75.6,1077.0,0.8,31.3,Summer,Evening,Warm
31.8,75.8,15.6,899.8,1.2,43.8,Rainy,Evening,Warm
12.7,48.4,87.3,1017.3,1.5,29.9,Autumn,Afternoon,Cold
22.1,44.3,70.5,915.3,7.9,12.4,Spring,Morning,Pleasant
32.0,79.3,76.3,1032.7,1.8,36.5,Summer,Night,Warm
34.5,82.6,39.6,1090.5,14.0,56.2,Summer,Afternoon,Warm
21.5,80.3,62.4,923.7,1.1,53.2,Rainy,Morning,Pleasant
-4.5,39.4,104.8,1026.2,0.2,26.0,Winter,Night,Freezing
27.4,30.2,29.8,1081.9,1.9,28.8,Spring,Evening,Comfortable
11.3,58.3,27.8,895.3,6.7,5.4,Autumn,Morning,Cold
26.3,45.8,40.0,956.6,2.0,0.9,Spring,Morning,Comfortable
25.8,86.3,111.2,1016.3,1.4,87.2,Rainy,Night,Comfortable
34.0,83.3,110.8,1071.0,9.5,91.4,Summer,Morning,Warm
18.3,82.6,110.8,964.3,1.7,67.1,Spring,Night,Cool
20.5,59.6,2.7,961.0,6.5,27.2,Spring,Morning,Pleasant
27.4,51.5,48.8,994.2,0.3,7.1,Summer,Evening,Comfortable
16.6,78.3,70.3,1018.5,6.6,26.4,Autumn,Morning,Cool
21.4,74.1,101.5,878.9,7.8,38.4,Autumn,Afternoon,Pleasant
18.9,70.8,119.1,990.8,3.5,57.3,Rainy,Afternoon,Cool
17.2,79.4,78.7,1070.5,4.4,21.7,Spring,Morning,Cool
11.5,54.6,32.9,948.3,0.8,11.5,Winter,Night,Cold
10.1,33.8,81.3,893.2,3.4,2.5,Winter,Afternoon,Cold
6.9,78.7,26.6,965.9,4.3,34.9,Winter,Afternoon,Very Cold
37.8,36.8,101.7,852.4,9.0,36.3,Summer,Morning,Hot
25.6,83.5,41.7,980.1,5.6,65.1,Rainy,Morning,Comfortable
8.8,78.4,58.5,1007.7,0.2,19.5,Winter,Evening,Cold
-7.1,48.1,50.8,992.9,1.8,15.8,Winter,Night,Freezing
11.4,30.8,19.3,1099.0,2.3,20.1,Autumn,Afternoon,Cold
18.3,86.2,33.2,1065.6,3.0,81.2,Rainy,Afternoon,Cool
11.3,59.8,117.4,1052.5,4.9,37.9,Winter,Afternoon,Cold
30.4,77.5,45.4,954.5,1.1,73.2,Rainy,Evening,Warm
32.7,81.0,70.6,951.9,11.5,86.1,Summer,Afternoon,Warm
-2.5,36.2,52.9,969.7,1.8,15.8,Winter,Night,Freezing
-3.0,83.6,1.0,1074.7,7.5,97.7,Winter,Morning,Freezing
20.4,87.9,3.1,865.9,2.5,70.7,Rainy,Afternoon,Pleasant
-17.9,47.9,17.2,1027.5,1.1,5.8,Winter,Evening,Very Freezing
21.3,39.7,72.7,934.2,5.1,12.6,Autumn,Morning,Pleasant
17.4,53.5,79.0,916.0,0.0,20.8,Spring,Evening,Cool
49.1,33.6,56.5,993.4,14.3,33.1,Summer,Afternoon,Extreme Heat
31.6,57.7,89.3,975.8,5.7,28.9,Summer,Morning,Warm
-9.9,66.5,51.2,1072.3,1.7,21.0,Winter,Night,Freezing
26.5,57.3,37.6,1038.4,0.4,15.5,Spring,Night,Comfortable
20.1,52.2,25.8,939.0,0.6,7.0,Autumn,Night,Pleasant
-2.1,83.8,33.8,970.2,0.9,47.2,Winter,Night,Freezing
18.7,38.8,33.9,908.3,6.1,1.2,Spring,Morning,Cool
44.0,29.2,111.8,1027.0,1.5,7.9,Summer,Night,Very Hot
45.8,24.5,25.6,946.3,12.4,16.7,Summer,Afternoon,Extreme Heat
21.8,79.4,19.7,1051.0,6.5,5.1,Spring,Afternoon,Pleasant
47.7,43.9,58.9,859.3,10.4,28.2,Summer,Morning,Extreme Heat
-11.9,72.5,40.7,885.8,7.0,12.4,Winter,Morning,Very Freezing
22.4,55.9,59.5,1033.1,1.6,26.7,Spring,Morning,Pleasant
15.8,37.7,86.0,959.3,0.8,5.5,Spring,Night,Cool
-14.5,72.0,59.1,934.7,2.0,22.1,Winter,Morning,Very Freezing
13.1,58.7,18.6,1016.7,5.2,3.5,Autumn,Afternoon,Cold
14.1,34.8,91.1,928.5,4.2,9.5,Autumn,Morning,Cold
2.8,48.1,47.0,915.5,0.7,16.4,Winter,Night,Very Cold
25.2,98.0,5.0,975.8,5.1,95.2,Rainy,Afternoon,Comfortable
39.3,44.1,29.0,1069.1,5.2,29.3,Summer,Morning,Hot
27.2,80.4,5.4,1080.0,4.3,41.7,Rainy,Afternoon,Comfortable
37.0,15.0,25.7,866.1,1.1,24.9,Summer,Night,Hot
29.7,92.4,98.9,1030.9,6.8,52.0,Rainy,Afternoon,Comfortable
19.7,65.1,86.0,906.1,1.7,36.7,Autumn,Morning,Cool
-14.6,73.6,109.8,892.4,1.6,37.3,Winter,Evening,Very Freezing
47.9,31.9,42.7,851.8,5.6,17.2,Summer,Morning,Extreme Heat
12.6,51.8,21.0,1062.2,0.6,23.9,Autumn,Night,Cold
39.5,13.0,113.2,941.3,1.8,31.2,Summer,Night,Hot
18.5,64.5,76.6,1007.2,4.9,39.5,Autumn,Afternoon,Cool
7.2,78.0,25.9,871.0,1.0,20.6,Winter,Evening,Very Cold
20.3,36.1,103.5,1059.8,5.6,20.1,Autumn,Morning,Pleasant
18.1,85.7,101.7,939.2,1.8,65.3,Rainy,Morning,Cool
3.4,63.5,77.2,872.0,7.3,15.6,Winter,Afternoon,Very Cold
-3.8,51.5,103.6,1082.3,0.6,34.6,Winter,Night,Freezing
27.8,60.6,33.4,949.6,0.3,30.5,Spring,Evening,Comfortable
19.2,65.5,102.2,1002.3,7.0,10.6,Spring,Morning,Cool
27.2,98.4,93.0,1050.9,4.7,51.2,Rainy,Morning,Comfortable
19.6,85.9,33.0,869.9,0.9,73.3,Rainy,Evening,Cool
20.1,65.4,39.9,1038.7,1.3,25.5,Autumn,Night,Pleasant
18.2,89.4,45.1,1085.7,1.6,75.3,Rainy,Evening,Cool
30.1,48.7,57.2,924.0,10.1,6.6,Summer,Morning,Warm
27.7,81.3,109.6,981.3,1.4,66.2,Summer,Night,Comfortable
-8.1,46.6,69.4,974.5,5.1,11.5,Winter,Afternoon,Freezing
41.5,46.6,10.8,1042.6,11.2,23.9,Summer,Morning,Very Hot
27.6,92.8,13.5,983.4,0.2,92.4,Rainy,Evening,Comfortable
8.3,50.2,15.0,860.4,0.6,9.8,Winter,Night,Cold
18.3,83.2,47.0,994.3,5.9,78.0,Rainy,Morning,Cool
28.5,53.6,51.0,954.3,1.3,19.6,Summer,Night,Comfortable
20.6,84.5,111.3,926.9,1.8,90.4,Spring,Afternoon,Pleasant
46.5,19.1,26.4,900.3,14.2,34.1,Summer,Morning,Extreme Heat
17.1,55.5,30.4,976.3,0.1,5.3,Autumn,Night,Cool
6.3,53.3,62.1,942.5,6.2,31.4,Winter,Morning,Very Cold
42.6,39.8,95.4,1036.9,9.4,29.3,Summer,Morning,Very Hot
46.4,42.1,5.0,944.7,5.3,4.1,Summer,Morning,Extreme Heat
10.6,36.6,54.1,1077.7,1.6,20.8,Winter,Night,Cold
-1.7,38.7,15.0,897.1,0.7,37.2,Winter,Night,Freezing
20.6,57.1,31.9,1026.1,6.6,9.6,Spring,Morning,Pleasant
36.9,34.1,118.3,1084.4,1.7,35.6,Summer,Evening,Hot
47.4,25.7,115.4,953.9,1.2,28.4,Summer,Evening,Extreme Heat
13.4,71.0,62.5,917.1,6.4,22.1,Autumn,Morning,Cold
-8.7,56.5,74.1,951.2,0.4,38.5,Winter,Evening,Freezing
5.7,52.6,42.6,951.8,3.9,21.8,Winter,Morning,Very Cold
37.4,15.4,59.5,892.3,6.3,37.3,Summer,Afternoon,Hot
23.6,52.1,109.1,1009.5,6.4,14.7,Spring,Morning,Pleasant
21.5,77.0,20.7,917.7,0.6,10.8,Autumn,Evening,Pleasant
15.4,34.2,32.9,900.0,0.5,31.9,Spring,Night,Cool
15.6,40.5,20.1,895.3,1.3,18.4,Spring,Night,Cool
18.0,98.4,97.7,1076.0,1.1,96.0,Rainy,Morning,Cool
21.7,35.1,88.7,1090.0,5.7,22.8,Autumn,Morning,Pleasant
22.3,58.2,48.5,890.5,5.9,37.1,Autumn,Afternoon,Pleasant
21.4,84.4,95.5,850.9,1.3,75.8,Rainy,Night,Pleasant
21.5,92.6,76.1,983.2,0.8,57.5,Rainy,Evening,Pleasant
16.3,57.6,62.5,962.1,2.8,4.8,Autumn,Afternoon,Cool
28.6,72.8,6.7,1049.4,0.3,77.5,Rainy,Evening,Comfortable
19.7,48.4,83.5,1024.7,1.4,19.7,Autumn,Evening,Cool
-2.9,54.8,23.9,926.9,0.1,25.3,Winter,Evening,Freezing
20.8,48.0,29.1,892.3,6.4,5.2,Autumn,Morning,Pleasant
20.7,48.2,21.4,1041.3,1.6,22.7,Spring,Evening,Pleasant
19.1,42.1,81.3,1039.6,0.4,3.1,Spring,Night,Cool
32.3,59.8,2.8,869.9,0.8,37.7,Summer,Night,Warm
46.2,39.3,73.3,1055.1,0.8,8.9,Summer,Night,Extreme Heat
22.1,59.6,67.8,1087.2,7.3,35.0,Spring,Morning,Pleasant
19.2,65.9,94.9,914.7,0.7,43.8,Rainy,Night,Cool
5.6,39.1,42.2,916.2,3.4,28.3,Winter,Afternoon,Very Cold
38.9,14.0,96.6,942.5,11.5,29.0,Summer,Afternoon,Hot
11.0,63.9,51.4,895.6,1.9,30.2,Winter,Evening,Cold
11.7,48.7,45.3,1076.6,4.7,5.5,Winter,Afternoon,Cold
24.4,39.6,70.8,1023.8,3.4,27.8,Spring,Morning,Pleasant
24.6,78.4,30.1,1001.1,7.2,59.5,Rainy,Morning,Pleasant
25.9,73.0,98.7,923.9,1.4,70.8,Rainy,Night,Comfortable
20.5,90.7,22.6,878.4,1.1,82.6,Rainy,Night,Pleasant
17.1,59.2,96.7,1047.8,1.2,31.2,Autumn,Night,Cool
-17.2,72.8,59.2,991.0,1.3,36.9,Winter,Evening,Very Freezing
15.4,39.8,118.4,1028.8,1.2,1.9,Spring,Night,Cool
24.5,84.2,113.9,1099.7,2.6,83.6,Rainy,Morning,Pleasant
25.2,55.3,58.6,855.6,11.9,11.8,Summer,Afternoon,Comfortable
14.2,39.2,48.9,908.1,1.1,8.0,Autumn,Evening,Cold
19.8,32.9,7.1,926.3,7.3,25.7,Autumn,Morning,Cool
-15.0,75.9,1.0,903.3,1.2,15.0,Winter,Night,Very Freezing
15.4,84.9,74.8,989.7,1.4,56.4,Spring,Afternoon,Cool
15.0,66.4,119.9,915.8,1.2,27.9,Autumn,Evening,Cool
12.1,55.1,46.3,1028.6,1.5,38.9,Autumn,Afternoon,Cold
22.8,60.9,16.2,887.7,1.6,35.5,Spring,Evening,Pleasant
30.0,74.0,45.6,1067.8,1.3,60.5,Rainy,Night,Warm
-19.3,70.5,58.4,1053.3,7.7,37.0,Winter,Afternoon,Very Freezing
17.2,49.8,55.8,1022.5,7.2,8.3,Autumn,Morning,Cool
27.0,78.9,9.3,943.4,1.4,80.3,Rainy,Night,Comfortable
10.1,71.4,12.8,870.6,1.0,17.3,Autumn,Afternoon,Cold
23.3,46.3,85.3,892.3,1.7,22.9,Spring,Night,Pleasant
30.2,34.1,55.8,1003.9,0.2,38.0,Summer,Evening,Warm
15.3,55.5,10.6,1002.2,3.0,6.4,Autumn,Morning,Cool
20.0,75.7,98.7,904.7,2.7,78.5,Rainy,Morning,Pleasant
-12.4,44.0,58.9,1091.5,6.8,11.4,Winter,Morning,Very Freezing
-3.7,83.8,20.7,939.4,1.5,97.8,Winter,Night,Freezing
13.2,42.4,2.5,1001.0,5.7,24.1,Autumn,Morning,Cold
20.6,77.1,41.8,967.3,3.3,46.4,Rainy,Morning,Pleasant
8.9,35.4,84.5,934.5,3.2,37.3,Winter,Afternoon,Cold
23.4,45.1,60.9,1046.6,7.2,33.5,Spring,Morning,Pleasant
31.2,66.4,85.2,852.7,0.9,33.7,Summer,Evening,Warm
32.8,77.9,18.7,901.6,1.4,14.1,Summer,Evening,Warm
-14.5,43.9,18.8,1088.2,3.8,13.5,Winter,Afternoon,Very Freezing
20.1,79.7,8.2,977.7,4.2,86.0,Rainy,Morning,Pleasant
20.8,42.4,87.2,1027.0,2.1,36.6,Spring,Afternoon,Pleasant
15.7,40.3,109.1,980.0,6.5,9.1,Spring,Afternoon,Cool
25.1,74.8,59.2,901.3,6.2,28.0,Spring,Morning,Comfortable
20.8,83.5,102.0,1026.6,0.6,49.9,Spring,Night,Pleasant
13.9,55.9,110.1,946.8,4.9,32.1,Autumn,Morning,Cold
49.9,48.3,101.2,1022.1,0.6,36.5,Summer,Evening,Extreme Heat
8.0,80.5,72.4,1050.8,1.6,51.6,Winter,Evening,Cold
-15.4,50.7,80.7,1045.6,4.7,23.6,Winter,Afternoon,Very Freezing
18.7,38.9,29.9,906.2,4.6,22.5,Spring,Morning,Cool
-13.2,65.3,98.1,990.1,2.8,10.5,Winter,Morning,Very Freezing
32.6,71.0,5.7,904.8,1.4,31.3,Summer,Night,Warm
27.8,78.6,19.2,949.5,5.1,96.9,Rainy,Afternoon,Comfortable
24.7,76.4,86.6,868.7,1.8,41.2,Rainy,Evening,Pleasant
24.5,79.4,30.8,852.5,2.9,46.6,Rainy,Afternoon,Pleasant
22.5,91.9,24.8,1075.1,4.7,46.9,Rainy,Morning,Pleasant
30.2,41.0,60.8,1018.0,1.8,20.1,Summer,Night,Warm
22.1,57.5,16.9,904.5,5.5,16.9,Autumn,Morning,Pleasant
-3.2,31.0,88.1,868.4,5.4,31.7,Winter,Morning,Freezing
21.7,72.8,31.3,890.7,3.4,22.2,Spring,Morning,Pleasant
-15.4,55.2,32.2,1060.5,3.2,33.5,Winter,Afternoon,Very Freezing
28.2,82.9,74.6,948.8,6.4,65.5,Rainy,Afternoon,Comfortable
17.2,75.8,79.1,937.3,1.3,25.7,Autumn,Night,Cool
46.0,35.9,41.0,1044.9,1.2,39.4,Summer,Evening,Extreme Heat
19.1,67.4,76.8,1084.8,1.0,83.5,Rainy,Afternoon,Cool
47.1,18.6,76.1,1040.2,2.0,7.2,Summer,Evening,Extreme Heat
-8.1,39.7,50.6,1048.5,4.3,21.5,Winter,Morning,Freezing
15.7,35.9,108.7,860.3,4.0,2.1,Autumn,Morning,Cool
3.1,65.6,4.0,850.3,0.2,30.5,Winter,Night,Very Cold
-10.7,58.3,68.8,1081.4,1.3,16.6,Winter,Night,Very Freezing
21.0,41.0,15.7,1019.0,4.9,31.6,Autumn,Morning,Pleasant
14.5,59.3,13.6,1057.1,2.8,31.1,Winter,Morning,Cold
4.4,62.8,55.2,941.1,3.5,25.5,Winter,Morning,Very Cold
3.7,40.9,59.3,1047.9,4.3,21.5,Winter,Morning,Very Cold
25.3,43.7,86.3,1000.9,1.8,2.0,Summer,Night,Comfortable
25.3,49.7,14.2,1099.1,6.5,16.3,Spring,Morning,Comfortable
3.8,73.4,97.8,871.2,5.4,0.3,Winter,Morning,Very Cold
22.7,59.0,88.3,1059.6,1.9,34.8,Autumn,Evening,Pleasant
-8.2,38.5,48.0,941.6,1.1,26.6,Winter,Night,Freezing
5.5,65.4,40.2,858.6,3.0,30.7,Winter,Afternoon,Very Cold
4.9,61.9,20.6,915.4,4.5,16.7,Winter,Afternoon,Very Cold
28.3,85.1,98.7,990.7,7.8,53.0,Rainy,Morning,Comfortable
23.2,74.8,21.6,988.1,0.4,52.0,Rainy,Night,Pleasant
5.2,70.1,12.0,1029.4,1.4,33.2,Winter,Evening,Very Cold
15.3,50.5,17.9,989.6,7.4,15.7,Spring,Morning,Cool
-20.0,39.3,3.7,932.0,7.4,3.9,Winter,Morning,Very Freezing
24.3,97.8,14.7,903.0,1.2,66.0,Rainy,Afternoon,Pleasant
15.3,58.7,76.4,908.6,5.1,25.9,Spring,Morning,Cool
44.4,22.5,68.1,1095.4,14.0,38.1,Summer,Morning,Very Hot
1.7,34.6,98.9,1019.3,2.4,3.2,Winter,Afternoon,Very Cold
14.1,43.9,39.7,917.4,4.6,17.6,Autumn,Morning,Cold
-6.5,43.8,19.9,937.4,1.5,30.3,Winter,Evening,Freezing
18.0,62.3,68.5,971.1,4.8,19.7,Spring,Morning,Cool
20.0,36.0,90.0,884.0,1.5,39.0,Autumn,Morning,Pleasant
-17.9,54.4,22.3,971.3,1.7,38.0,Winter,Evening,Very Freezing
26.1,88.3,52.7,1088.3,1.2,53.2,Rainy,Night,Comfortable
33.1,55.9,98.2,881.2,1.7,35.9,Summer,Evening,Warm
-6.1,41.9,44.8,933.2,2.2,24.3,Winter,Morning,Freezing
30.1,66.1,77.3,1040.7,1.5,93.2,Rainy,Evening,Warm
23.0,48.3,60.4,853.5,1.0,9.6,Autumn,Morning,Pleasant
18.4,39.7,3.4,1077.3,1.1,29.4,Spring,Afternoon,Cool
47.3,36.2,80.7,851.3,14.8,35.1,Summer,Morning,Extreme Heat
23.6,49.0,107.2,922.9,1.1,4.0,Spring,Night,Pleasant
16.8,42.4,67.0,1041.0,5.3,9.3,Spring,Morning,Cool
28.6,99.5,97.2,965.1,1.8,64.6,Rainy,Evening,Comfortable
14.8,40.3,98.5,1078.7,4.8,29.1,Autumn,Afternoon,Cold
18.0,38.1,78.5,1020.3,6.3,20.1,Spring,Afternoon,Cool
29.3,87.2,36.4,1095.7,2.9,52.2,Rainy,Morning,Comfortable
18.8,99.2,70.6,989.2,1.3,69.8,Rainy,Evening,Cool
26.6,35.9,78.0,928.1,8.5,19.5,Summer,Afternoon,Comfortable
31.5,79.6,31.9,925.6,2.9,71.9,Rainy,Afternoon,Warm
14.3,48.6,84.4,905.7,0.5,20.5,Winter,Night,Cold
20.3,74.2,4.3,1026.1,4.4,45.7,Rainy,Afternoon,Pleasant
43.7,46.6,115.0,852.6,14.9,27.3,Summer,Afternoon,Very Hot
30.1,70.1,100.5,853.9,1.3,66.1,Rainy,Evening,Warm
-16.2,54.2,14.8,971.6,1.3,33.1,Winter,Night,Very Freezing
-3.6,80.9,47.7,1006.2,6.5,87.0,Winter,Morning,Freezing
30.0,78.7,106.6,910.1,0.6,43.2,Rainy,Night,Warm
13.6,50.1,52.1,882.8,4.2,32.4,Autumn,Morning,Cold
-5.6,58.5,4.0,1018.6,0.8,17.8,Winter,Night,Freezing
25.5,42.5,57.1,956.1,13.6,21.7,Summer,Afternoon,Comfortable
1.9,70.0,81.5,967.6,0.8,15.0,Winter,Evening,Very Cold
21.9,78.1,20.5,884.1,1.3,12.0,Autumn,Evening,Pleasant
22.4,42.5,111.5,1029.4,6.3,8.1,Autumn,Afternoon,Pleasant
25.3,71.0,36.7,930.4,2.1,52.3,Rainy,Afternoon,Comfortable
20.3,66.0,75.5,1094.0,0.7,47.1,Rainy,Night,Pleasant
11.7,73.1,74.7,928.8,4.8,3.6,Winter,Afternoon,Cold
-11.7,78.1,104.2,1007.7,0.9,26.9,Winter,Evening,Very Freezing
-5.4,50.9,45.9,997.3,5.5,18.1,Winter,Morning,Freezing
11.2,49.1,50.3,854.2,3.6,10.9,Autumn,Morning,Cold
14.5,44.7,116.0,890.0,1.6,39.4,Autumn,Evening,Cold
-8.7,80.9,95.2,1080.6,5.7,54.1,Winter,Afternoon,Freezing
19.2,88.9,81.6,1017.3,1.9,89.4,Rainy,Evening,Cool
24.6,78.9,37.2,962.8,0.8,65.9,Rainy,Night,Pleasant
16.2,80.7,57.6,1005.9,6.8,61.6,Spring,Afternoon,Cool
15.7,50.6,111.1,1057.2,0.2,4.3,Autumn,Night,Cool
16.3,64.1,17.2,980.6,1.1,12.7,Spring,Afternoon,Cool
16.8,83.8,104.9,939.8,1.3,90.7,Autumn,Afternoon,Cool
21.9,77.9,9.3,1028.4,0.0,42.8,Rainy,Night,Pleasant
20.4,46.4,109.5,898.2,3.7,37.6,Spring,Afternoon,Pleasant
-12.2,68.8,22.9,988.2,0.5,38.2,Winter,Night,Very Freezing
30.0,43.3,49.7,908.2,9.9,34.9,Summer,Afternoon,Warm
15.0,48.3,4.6,886.7,7.4,39.9,Autumn,Afternoon,Cool
14.0,52.1,88.7,1092.1,0.9,33.2,Autumn,Night,Cold
46.8,19.1,1.0,973.0,10.3,8.1,Summer,Afternoon,Extreme Heat
20.7,55.9,38.1,1005.7,1.3,30.8,Autumn,Evening,Pleasant
22.3,78.8,114.9,1066.9,0.0,15.2,Autumn,Evening,Pleasant
34.2,63.1,72.8,941.3,1.8,20.1,Summer,Night,Warm
18.3,64.8,6.4,910.8,1.6,2.0,Autumn,Evening,Cool
27.2,80.2,41.6,854.8,1.7,48.6,Rainy,Night,Comfortable
22.4,43.5,59.7,1052.3,0.9,38.0,Spring,Night,Pleasant
-8.3,52.0,50.8,1006.5,3.0,38.8,Winter,Afternoon,Freezing
35.0,65.5,47.4,1054.4,1.1,1.7,Summer,Night,Hot
39.1,48.0,8.7,923.8,0.4,22.2,Summer,Evening,Hot
12.2,65.4,64.4,918.7,4.4,29.8,Autumn,Afternoon,Cold
18.8,49.0,89.6,1061.7,3.6,11.9,Spring,Morning,Cool
32.0,88.5,118.8,1015.0,6.1,63.3,Rainy,Morning,Warm
-15.0,75.3,111.7,1005.9,0.7,6.2,Winter,Evening,Very Freezing
23.5,88.7,57.1,1098.4,1.5,97.1,Rainy,Evening,Pleasant
26.7,74.8,55.1,912.9,0.7,0.8,Spring,Evening,Comfortable
37.6,31.0,116.9,1077.9,0.3,14.8,Summer,Evening,Hot
45.0,31.0,68.7,1063.3,1.6,5.3,Summer,Night,Extreme Heat
24.1,75.3,6.0,971.8,3.5,55.1,Rainy,Afternoon,Pleasant
28.8,73.6,5.9,1062.2,0.0,96.2,Rainy,Evening,Comfortable
-8.7,43.6,1.1,908.9,2.0,24.5,Winter,Morning,Freezing
6.2,55.4,72.2,1047.4,0.4,2.6,Winter,Night,Very Cold
26.6,72.2,86.3,1070.4,1.3,2.7,Summer,Evening,Comfortable
29.2,68.4,93.6,932.5,8.2,22.3,Summer,Afternoon,Comfortable
19.9,59.4,81.5,1068.4,4.0,16.5,Autumn,Morning,Cool
0.4,33.9,107.1,857.7,1.5,30.4,Winter,Evening,Very Cold
-9.4,73.8,40.3,850.8,1.9,23.7,Winter,Night,Freezing
21.6,33.7,20.5,927.8,3.2,26.4,Autumn,Afternoon,Pleasant
21.4,41.6,45.8,985.9,0.9,5.1,Spring,Evening,Pleasant
19.0,78.2,85.2,855.0,1.1,60.1,Rainy,Evening,Cool
19.3,73.1,5.6,1026.3,1.7,66.0,Rainy,Evening,Cool
9.6,46.3,42.5,1076.5,7.3,39.1,Winter,Afternoon,Cold
14.0,40.1,45.5,1073.6,0.0,27.1,Autumn,Night,Cold
17.1,47.7,27.0,1069.5,4.4,22.5,Spring,Afternoon,Cool
23.3,57.3,2.1,933.7,0.4,27.2,Spring,Evening,Pleasant
